Key,Source,Context,Changes,English,Russian
StartSupplyCacheOffer,Quest,Quest Info,,"By the way, while you were gone I remembered something...\nRecently, one of our scouts went to check a supply cache nearby and never came back. They say there was an infected beast running around nearby, or a dog, or a wolf, who knows. But we didn't check ourselves, as you can see there weren't many people anyway. In any case, if you're going that way, check it out, you might need the supplies yourself, but we don't need these creatures so close.\nBut I'll tell you right away that it's better to stock up on weapons and stakes - the more the better! These creatures have either eaten or maimed a lot of good guys. But the risk is worth it.\n\n[DECEA3]Attention, a difficult task for the initial stage of the game. Be careful![-]","Да кстати, пока тебя не было я тут вот что вспомнил...\nНедавно, один из наших разведчиков пошел проверять тайник с припасами неподалеку и не вернулся. Поговаривают рядом бегал зараженный зверь, или собака, или волк черт его разберешь. Но сами мы проверять не стали, народу как видишь и так мало. В любом случае если собираешься в ту сторону проверь, тебе припасы самому могут пригодиться, а нам эти твари так близко ни к чему.\nТолько сразу говорю лучше запастись оружием и кольями -  чем больше тем лучше! Эти твари и так не мало хороших ребят либо сожрали, либо покалечили. Но риск стоит того.\n\n[DECEA3]Внимание сложное задание для начального этапа игры. Будьте осторожны![-]"

bookRareSamples1,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 1[-]
bookRareSamples1Desc,items,Request,,"Starts [FFB800]Chapter 1[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 1[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples2,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 2[-]
bookRareSamples2Desc,items,Request,,"Starts [FFB800]Chapter 2[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 2[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples3,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 3[-]
bookRareSamples3Desc,items,Request,,"Starts [FFB800]Chapter 3[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 3[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples4,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 4[-]
bookRareSamples4Desc,items,Request,,"Starts [FFB800]Chapter 4[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 4[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples5,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 5[-]
bookRareSamples5Desc,items,Request,,"Starts [FFB800]Chapter 5[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 5[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples6,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 6[-]
bookRareSamples6Desc,items,Request,,"Starts [FFB800]Chapter 6[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 6[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples7,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 7[-]
bookRareSamples7Desc,items,Request,,"Starts [FFB800]Chapter 7[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 7[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples8,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 8[-]
bookRareSamples8Desc,items,Request,,"Starts [FFB800]Chapter 8[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 8[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples9,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 9[-]
bookRareSamples9Desc,items,Request,,"Starts [FFB800]Chapter 9[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 9[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"
bookRareSamples10,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 10[-]
bookRareSamples10Desc,items,Request,,"Starts [FFB800]Chapter 10[-] of the quest [FFB800]Rare Specimens[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","Запускает [FFB800]Главу 10[-] задания [FFB800]Редкие образцы[-]\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"


RareSamples1Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 1[-]
RareSamples1Offer,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a radio station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel[-]","[FFB800]Глава 1. Связь с внешним миром[-]\n\n«Приветствую тебя выживший. Поселенцы сообщили что тебе каким то образом удалось выжить. Это отлично, лишние руки нам не помешают, а головы тем более. Ты пока устройся здесь и постарайся выжить. Когда разберешься что здесь к чему, было бы неплохо наладить связь.\nНе люблю играть в сломанный телефон, да и общаться с толковым сталкером напрямую куда проще. В общем разберись как создать радиостанцию и установи ее. Когда все будет готово, мою частоту ты можешь узнать у любого торговца. Свяжись со мной и я расскажу как мы можем друг другу помочь.\nИ да… рада знакомству» [DECEA3]- Адель[-]"
RareSamples1Desc,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a radio station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 1. Связь с внешним миром[-]\n\n«Приветствую тебя выживший. Поселенцы сообщили что тебе каким то образом удалось выжить. Это отлично, лишние руки нам не помешают, а головы тем более. Ты пока устройся здесь и постарайся выжить. Когда разберешься что здесь к чему, было бы неплохо наладить связь.\nНе люблю играть в сломанный телефон, да и общаться с толковым сталкером напрямую куда проще. В общем разберись как создать радиостанцию и установи ее. Когда все будет готово, мою частоту ты можешь узнать у любого торговца. Свяжись со мной и я расскажу как мы можем друг другу помочь.\nИ да… рада знакомству» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples2Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 2[-]
RareSamples2Offer,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, send support to the small case of experimental alloys in the radio station.» [DECEA3]- Adel[-]","[FFB800]Глава 2. Связь с внешним миром[-]\n\n«Рада что ты сумел освоиться и не 'потерять' голову, далеко не всем это под силу. Мы организуем поддержку тех, кто все еще остается в Зоне карантина. Не так часто как хотелось бы, но все же. Если ты поможешь нам - мы поможет тебе. Собери 10 ящиков с ресурсами для поддержки других поселений, и мы отправим тебе ценные сплавы. Уверена ты не сможешь создать такие материалы самостоятельно. Но они могут тебе пригодиться для улучшений или создания чего нибудь стоящего.\nКогда будешь готов отправь поддержки на малый кейс экспериментальных сплавов в радиостанции.» [DECEA3]- Адель[-]"
RareSamples2Desc,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, send support to the small case of experimental alloys in the radio station.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 2. Связь с внешним миром[-]\n\n«Рада что ты сумел освоиться и не 'потерять' голову, далеко не всем это под силу. Мы организуем поддержку тех, кто все еще остается в Зоне карантина. Не так часто как хотелось бы, но все же. Если ты поможешь нам - мы поможет тебе. Собери 10 ящиков с ресурсами для поддержки других поселений, и мы отправим тебе ценные сплавы. Уверена ты не сможешь создать такие материалы самостоятельно. Но они могут тебе пригодиться для улучшений или создания чего нибудь стоящего.\nКогда будешь готов отправь поддержки на малый кейс экспериментальных сплавов в радиостанции.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples3Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 3[-]
RareSamples3Offer,Quest,Quest Info,,"[FFB800]Chapter 3. Quality tool[-]\n\n«Colleagues reported that the exchange of goods went without incident. I also sent you an upgrade scheme for your tool. We will both need it. Don't waste the alloys we sent you yet. They will come in handy for creating the modification. If you need more for your projects, just collect support boxes and exchange them for the amount you need. We can always find a use for your resources.\nNow let's get down to business. Use the scheme I sent you and create the modification. These blades need to be installed on the weapon you use to butcher animals. I hope you learned to hunt?» [DECEA3]- Adel[-]","[FFB800]Глава 3. Качественный инструмент[-]\n\n«Коллеги сообщили что обмен грузами прошел без происшествий. Я тебе отправила также схему улучшения для твоего инструмента. Это понадобиться нам обом. Не трать пока те сплавы, которые мы тебе отравили. Они пригодятся для создания модификации. Если тебе нужны еще справы для твоих проектов, просто собирай ящики поддержки и обменивай на нужное тебе количество. Мы всегда сможем найти применение твоим ресурсам.\nТеперь давай к делу. Воспользуйся схемой которую я тебе отправила и создай модификацию. Эти лезвия необходимо установить на то оружие которым ты разделываешь животных. Ты же надеюсь научился охотиться?» [DECEA3]- Адель[-]"
RareSamples3Desc,Quest,Quest Info,,"[FFB800]Chapter 3. Quality tool[-]\n\n«Colleagues reported that the exchange of goods went without incident. I also sent you an upgrade scheme for your tool. We will both need it. Don't waste the alloys we sent you yet. They will come in handy for creating the modification. If you need more for your projects, just collect support boxes and exchange them for the amount you need. We can always find a use for your resources.\nNow let's get down to business. Use the scheme I sent you and create the modification. These blades need to be installed on the weapon you use to butcher animals. I hope you learned to hunt?» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 3. Качественный инструмент[-]\n\n«Коллеги сообщили что обмен грузами прошел без происшествий. Я тебе отправила также схему улучшения для твоего инструмента. Это понадобиться нам обом. Не трать пока те сплавы, которые мы тебе отравили. Они пригодятся для создания модификации. Если тебе нужны еще справы для твоих проектов, просто собирай ящики поддержки и обменивай на нужное тебе количество. Мы всегда сможем найти применение твоим ресурсам.\nТеперь давай к делу. Воспользуйся схемой которую я тебе отправила и создай модификацию. Эти лезвия необходимо установить на то оружие которым ты разделываешь животных. Ты же надеюсь научился охотиться?» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples4Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 4[-]
RareSamples4Offer,Quest,Quest Info,,"[FFB800]Chapter 4. The hunt has just begun[-]\n\n«Great, now we have everything we need to start collecting samples. Our scientists are constantly researching the virus that brought us all here. But there are few ordinary infected. As far as I know, the virus has mutated significantly after hitting the cities. But the zombies have only become much stronger. If we learn to kill these creatures without using a tactical charge, it can greatly help us in our research. Kill radioactive and elite zombies and collect mutation samples from them. I don't think you can get samples with a regular knife, so use a tool with a surgical blade. Yes, it's disgusting, but there is no other way out. Be careful with the samples, the virus is not critically active there, but there is radiation. It's better not to keep them in your equipment, use transport or a drone.» [DECEA3]- Adel[-]","[FFB800]Глава 4. Качественный инструмент[-]\n\n«Отлично теперь у нас есть все чтобы начать собирать образцы.Наши ученые постоянно исследуют вирус который привел нас всех сюда. Но обычных зараженных мало. Насколько мне известно, вирус значительно мутировал после удара по городам. Но зомби стали только значительно сильнее. Если научиться убивать этих тварей без использования тактического заряда, это может нам значительно помочь в исследованиях.\nУбивай радиоактивных и элитных зомби и собери с них образцы мутации. Не думаю что тебе получиться достать экземпляры обычным ножом, так что используй инструмент с хирургическим лезвием. Да это мерзко но выхода особо нет. Будь осторожен с образцами, вирус там не критично активен а вот радиации вполне. Лучше не хранить их в своей экипировке, используй транспорт или дрон.» [DECEA3]- Адель[-]"
RareSamples4Desc,Quest,Quest Info,,"[FFB800]Chapter 4. The hunt has just begun[-]\n\n«Great, now we have everything we need to start collecting samples. Our scientists are constantly researching the virus that brought us all here. But there are few ordinary infected. As far as I know, the virus has mutated significantly after hitting the cities. But the zombies have only become much stronger. If we learn to kill these creatures without using a tactical charge, it can greatly help us in our research. Kill radioactive and elite zombies and collect mutation samples from them. I don't think you can get samples with a regular knife, so use a tool with a surgical blade. Yes, it's disgusting, but there is no other way out. Be careful with the samples, the virus is not critically active there, but there is radiation. It's better not to keep them in your equipment, use transport or a drone.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 4. Качественный инструмент[-]\n\n«Отлично теперь у нас есть все чтобы начать собирать образцы.Наши ученые постоянно исследуют вирус который привел нас всех сюда. Но обычных зараженных мало. Насколько мне известно, вирус значительно мутировал после удара по городам. Но зомби стали только значительно сильнее. Если научиться убивать этих тварей без использования тактического заряда, это может нам значительно помочь в исследованиях.\nУбивай радиоактивных и элитных зомби и собери с них образцы мутации. Не думаю что тебе получиться достать экземпляры обычным ножом, так что используй инструмент с хирургическим лезвием. Да это мерзко но выхода особо нет. Будь осторожен с образцами, вирус там не критично активен а вот радиации вполне. Лучше не хранить их в своей экипировке, используй транспорт или дрон.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples5Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 5[-]
RareSamples5Offer,Quest,Quest Info,,"[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 experimental ammunition.» [DECEA3]- Adel[-]","[FFB800]Глава 5. Лучшие боеприпасы[-]\n\n«Нам получилось собрать начальные образцы. Ребяты из лаборатории готовы поменять их на экспериментальные боеприпасы. Свяжись с ними по радиостанции чтобы запросить обмен. Ты можешь обмениваться найденные образцы на любой интересующий тебя калибр.\nСделай запрос и получи малый кейс 7.62 экспериментальных боеприпасов.» [DECEA3]- Адель[-]"
RareSamples5Desc,Quest,Quest Info,,"[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 experimental ammunition.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 5. Лучшие боеприпасы[-]\n\n«Нам получилось собрать начальные образцы. Ребяты из лаборатории готовы поменять их на экспериментальные боеприпасы. Свяжись с ними по радиостанции чтобы запросить обмен. Ты можешь обмениваться найденные образцы на любой интересующий тебя калибр.\nСделай запрос и получи малый кейс 7.62 экспериментальных боеприпасов.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples6Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 6[-]
RareSamples6Offer,Quest,Quest Info,,"[FFB800]Chapter 6. Bad Pets[-]\n\n«I'll get straight to the point. We are receiving reports from different parts of the Zone that huge mutated animals have started appearing at night. I think you should start hunting them for now. I'm sure you'll be able to collect many more samples from these creatures. From reports of encounters with such pets, we know that they don't walk alone. Prepare well before you start looking for them.» [DECEA3]- Adel[-]","[FFB800]Глава 6. Плохие питомцы[-]\n\n«Сразу перейду к делу. Нам сообщают из разных участков Зоны, что по ночам стали появляться огромные мутировавшие животные. Я думаю, тебе пока открыть на них охоту. Уверена, с этих тварей ты сможешь собрать намного больше образцов. Из докладов о встречи с такими питомцами известно что они не ходят по одному. Хорошо подготовься прежде чем собираешься искать их.» [DECEA3]- Адель[-]"
RareSamples6Desc,Quest,Quest Info,,"[FFB800]Chapter 6. Bad Pets[-]\n\n«I'll get straight to the point. We are receiving reports from different parts of the Zone that huge mutated animals have started appearing at night. I think you should start hunting them for now. I'm sure you'll be able to collect many more samples from these creatures. From reports of encounters with such pets, we know that they don't walk alone. Prepare well before you start looking for them.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 6. Плохие питомцы[-]\n\n«Сразу перейду к делу. Нам сообщают из разных участков Зоны, что по ночам стали появляться огромные мутировавшие животные. Я думаю, тебе пока открыть на них охоту. Уверена, с этих тварей ты сможешь собрать намного больше образцов. Из докладов о встречи с такими питомцами известно что они не ходят по одному. Хорошо подготовься прежде чем собираешься искать их.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples7Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 7[-]
RareSamples7Offer,Quest,Quest Info,,"[FFB800]Chapter 7. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there.Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel[-]","[FFB800]Глава 7. Пустошь есть пустошь[-]\n\n«Ты оказался по настоящему крепким орешком. В штабе вообще считают что ты бессмертный. В любом случае сократить поголовье этих тварей в таком количестве пока никому не удавалось.\nПредлагаю тебе отправиться в пустошь и посмотреть что там происходит. Сразу предупрежу это далеко не легкая прогулка. Там фиксируется средний уровень воздействия от радиации, а по ночам или во время дождя он поднимается еще выше.\nБез хорошей защиты там не обойтись.Попробуй найти экипировку Бродяги, она увеличит твои шансы на выживание.» [DECEA3]- Адель[-]"
RareSamples7Desc,Quest,Quest Info,,"[FFB800]Chapter 7. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there.Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 7. Пустошь есть пустошь[-]\n\n«Ты оказался по настоящему крепким орешком. В штабе вообще считают что ты бессмертный. В любом случае сократить поголовье этих тварей в таком количестве пока никому не удавалось.\nПредлагаю тебе отправиться в пустошь и посмотреть что там происходит. Сразу предупрежу это далеко не легкая прогулка. Там фиксируется средний уровень воздействия от радиации, а по ночам или во время дождя он поднимается еще выше.\nБез хорошей защиты там не обойтись. Попробуй найти экипировку Бродяги, она увеличит твои шансы на выживание.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples8Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 8[-]
RareSamples8Offer,Quest,Quest Info,,"[FFB800]Chapter 8. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the drug Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel[-]","[FFB800]Глава 8. Защиты много не бывает[-]\n\n«Отлично теперь у тебя есть хорошая экипировка. Но радиация в тех краях действительно смертоносная.\nТебе нужно найти или создать защитные пластины от радиации. С ними защита намного сильнее. Кроме того, я слышала в зоне научились создавать препарат Антирад, это тоже незаменимая вещь если хочешь выжить. В общем, когда раздобудешь все это свяжись со мной, я скажу что делать дальше.» [DECEA3]- Адель[-]"
RareSamples8Desc,Quest,Quest Info,,"[FFB800]Chapter 8. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the drug Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel\n\nWarning! Canceling this task will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 8. Защиты много не бывает[-]\n\n«Отлично теперь у тебя есть хорошая экипировка. Но радиация в тех краях действительно смертоносная.\nТебе нужно найти или создать защитные пластины от радиации. С ними защита намного сильнее. Кроме того, я слышала в зоне научились создавать препарат Антирад, это тоже незаменимая вещь если хочешь выжить. В общем, когда раздобудешь все это свяжись со мной, я скажу что делать дальше.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]"

RareSamples9Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]Квест[-] Редкие образцы [FFB800]Глава 9[-]
